batch,config,grip_AbsRel,grip_LPIPS,grip_PSNR,grip_px,grip_sharp,grip_sharp_gt,moving_AbsRel,moving_LPIPS,moving_PSNR,moving_px,moving_sharp,moving_sharp_gt,obj_AbsRel,obj_LPIPS,obj_PSNR,obj_px,obj_sharp,obj_sharp_gt,run,s_per_gen,static_AbsRel,static_LPIPS,static_PSNR,static_px,static_sharp,static_sharp_gt,task,view,whole_AbsRel,whole_LPIPS,whole_PSNR,whole_px,whole_sharp,whole_sharp_gt
10,T25,0.21939943730831146,0.23465152084827423,14.729833602905273,0.015347899869084358,0.010505757294595242,0.025068387389183044,0.20237398147583008,0.30830278992652893,13.337111473083496,0.022609863430261612,0.012251177802681923,0.037616580724716187,0.052034858614206314,0.14731262624263763,18.535531997680664,0.0013964843237772584,0.013772400096058846,0.033886462450027466,region_perceptual_apple,24.606905233860015,0.044494446367025375,0.0844189003109932,22.809656143188477,0.9773901104927063,0.01816447451710701,0.024471411481499672,apple,left,0.04630456119775772,0.08569766581058502,22.268470764160156,1.0,0.01809152029454708,0.024388428777456284
10,T25,0.18946829438209534,0.2112419605255127,16.00633430480957,0.012789306230843067,0.008607221767306328,0.02792268432676792,0.034745097160339355,0.08224378526210785,23.96023178100586,0.44438230991363525,0.013535906560719013,0.018963566049933434,0.056553639471530914,0.1618969738483429,16.790645599365234,0.0010925292735919356,0.022839512676000595,0.03767536208033562,region_perceptual_apple,24.606905233860015,0.0908387303352356,0.08590921014547348,19.541641235351562,0.5556176900863647,0.029112420976161957,0.036756280809640884,apple,right,0.03849312290549278,0.08197906613349915,23.45840072631836,1.0,0.02172696590423584,0.02759474329650402
11,T25,0.11932122707366943,0.1326693445444107,17.743417739868164,0.012246093712747097,0.024193989112973213,0.03709208592772484,0.29744771122932434,0.43073323369026184,13.20418930053711,0.07564575225114822,0.013282552361488342,0.027664076536893845,0.09714766591787338,0.16690143942832947,17.020998001098633,0.0006396484095603228,0.017045000568032265,0.04261915385723114,region_perceptual_apple,24.606905233860015,0.06644175946712494,0.14690124988555908,20.419645309448242,0.9243542551994324,0.009776987135410309,0.012382612563669682,apple,left,0.0914301946759224,0.15906625986099243,18.826101303100586,1.0,0.009866314008831978,0.012753810733556747
11,T25,0.1844196319580078,0.3899277448654175,13.355406761169434,0.04602294787764549,0.011210247874259949,0.024944879114627838,0.09550875425338745,0.23548398911952972,17.96826934814453,0.654614269733429,0.012000502087175846,0.01867089793086052,0.0624140128493309,0.14706307649612427,22.373886108398438,0.006810302380472422,0.017277367413043976,0.02101798914372921,region_perceptual_apple,24.606905233860015,0.17460481822490692,0.17454949021339417,13.337030410766602,0.34538573026657104,0.017916066572070122,0.024086374789476395,apple,right,0.09976039081811905,0.20287013053894043,17.346670150756836,1.0,0.012569701299071312,0.019392067566514015
12,T25,0.21400046348571777,0.1874541938304901,16.427003860473633,0.012785644270479679,0.010001773945987225,0.029985714703798294,0.23778364062309265,0.2776590883731842,14.1937255859375,0.013536376878619194,0.019519304856657982,0.04102010652422905,0.03493137285113335,0.10618136078119278,18.176576614379883,0.0011279296595603228,0.01714697852730751,0.0348619669675827,region_perceptual_apple,24.606905233860015,0.03587166965007782,0.07828771322965622,23.975845336914062,0.9864636063575745,0.02217605896294117,0.027574051171541214,apple,left,0.036961693316698074,0.07881176471710205,23.74569320678711,1.0,0.02214987203478813,0.02752603031694889
12,T25,0.14302141964435577,0.1435435563325882,19.147947311401367,0.03315551578998566,0.012943954207003117,0.024998638778924942,0.06222333386540413,0.09361802786588669,24.42257308959961,0.5914672613143921,0.013655041344463825,0.01826881803572178,,,,0.0,,,region_perceptual_apple,24.606905233860015,0.15956811606884003,0.12508940696716309,17.18193817138672,0.4085327088832855,0.013124662451446056,0.019051626324653625,apple,right,0.0707547515630722,0.10355088859796524,22.84259033203125,1.0,0.012248973362147808,0.01683002896606922
13,T25,0.22514039278030396,0.2035534828901291,15.222564697265625,0.012784423306584358,0.011102759279310703,0.028936227783560753,0.24193145334720612,0.2957899570465088,13.154180526733398,0.015777587890625,0.019253352656960487,0.042111095041036606,0.03585439547896385,0.11062110215425491,17.886154174804688,0.0011120605049654841,0.020013507455587387,0.03600548952817917,region_perceptual_apple,24.606905233860015,0.037255074828863144,0.0833355188369751,22.919551849365234,0.984222412109375,0.022162573412060738,0.027611220255494118,apple,left,0.03857817500829697,0.08401302993297577,22.601688385009766,1.0,0.022141240537166595,0.027554798871278763
13,T25,0.20059174299240112,0.22910743951797485,15.96722412109375,0.015305175445973873,0.008714407682418823,0.025419829413294792,0.043025147169828415,0.08224285393953323,23.789894104003906,0.49840086698532104,0.010562175884842873,0.01617143675684929,0.03964732587337494,0.1377009004354477,18.45027732849121,0.0014086914015933871,0.007909351028501987,0.032180920243263245,region_perceptual_apple,24.606905233860015,0.10927556455135345,0.088105708360672,19.704744338989258,0.501599133014679,0.026608599349856377,0.03458845242857933,apple,right,0.04687141254544258,0.08182264119386673,23.348445892333984,1.0,0.01812436804175377,0.024332057684659958
14,T25,0.1717534065246582,0.16656658053398132,17.609724044799805,0.03038330003619194,0.012334637343883514,0.025089703500270844,0.37260061502456665,0.37713900208473206,12.801610946655273,0.015169677324593067,0.02257087454199791,0.04412658140063286,,,,0.0,,,region_perceptual_apple,24.606905233860015,0.06494401395320892,0.12102042138576508,22.090965270996094,0.9848303198814392,0.011236447840929031,0.0170097928494215,apple,left,0.067071832716465,0.12212569266557693,21.808626174926758,1.0,0.011327174492180347,0.01711241714656353
14,T25,0.1986408531665802,0.2112419605255127,16.46567153930664,0.012789306230843067,0.008607221767306328,0.02792268432676792,0.08606193959712982,0.08224378526210785,24.452009201049805,0.44438230991363525,0.013535906560719013,0.018963566049933434,0.08541316539049149,0.1618969738483429,16.790645599365234,0.0010925292735919356,0.022839512676000595,0.03767536208033562,region_perceptual_apple,24.606905233860015,0.11355505883693695,0.08590921014547348,20.463655471801758,0.5556176900863647,0.029112420976161957,0.036756280809640884,apple,right,0.08647220581769943,0.08197906613349915,24.014244079589844,1.0,0.02172696590423584,0.02759474329650402
15,T25,0.2677363157272339,0.22871720790863037,14.688277244567871,0.012763671576976776,0.010699422098696232,0.027157125994563103,0.241769939661026,0.30569252371788025,13.301767349243164,0.02033081091940403,0.019742008298635483,0.04330337792634964,0.03670831397175789,0.14278654754161835,17.009784698486328,0.0010607909644022584,0.02351018786430359,0.03820938989520073,region_perceptual_apple,24.606905233860015,0.04268418997526169,0.09123118966817856,22.21210289001465,0.9796691536903381,0.02218490280210972,0.027726072818040848,apple,left,0.044446852058172226,0.09213829040527344,21.90098762512207,1.0,0.022150086238980293,0.02764386683702469
