AbsRel,LPIPS,PSNR,batch,config,run,s_per_gen,sharp,task,view
0.39358967542648315,0.10749232769012451,21.359460830688477,9,T25,precise_6a_renoise,24.82798719406128,0.00978891085833311,apple,right
0.05496253818273544,0.142022967338562,20.409290313720703,0,T3r,precise_6a_renoise,5.83656624743813,0.010166086256504059,apple,left
0.15697894990444183,0.1456940621137619,18.514463424682617,0,T3r,precise_6a_renoise,5.83656624743813,0.016660800203680992,apple,right
0.10335329174995422,0.18009531497955322,19.383068084716797,1,T3r,precise_6a_renoise,5.83656624743813,0.00977452751249075,apple,left
0.06971663981676102,0.13199931383132935,21.975120544433594,1,T3r,precise_6a_renoise,5.83656624743813,0.007585805840790272,apple,right
0.14611028134822845,0.1966913491487503,19.278532028198242,2,T3r,precise_6a_renoise,5.83656624743813,0.009483580477535725,apple,left
0.08177991956472397,0.1263085901737213,20.3243408203125,2,T3r,precise_6a_renoise,5.83656624743813,0.013159142807126045,apple,right
0.06239162012934685,0.14552226662635803,20.077499389648438,3,T3r,precise_6a_renoise,5.83656624743813,0.011757127940654755,apple,left
0.07390650361776352,0.1643904745578766,21.96293067932129,3,T3r,precise_6a_renoise,5.83656624743813,0.008015364408493042,apple,right
0.07504253834486008,0.11496799439191818,20.062761306762695,4,T3r,precise_6a_renoise,5.83656624743813,0.013241389766335487,apple,left
0.08940736949443817,0.14068196713924408,21.266399383544922,4,T3r,precise_6a_renoise,5.83656624743813,0.010424031876027584,apple,right
0.07406316697597504,0.11648154258728027,23.14661979675293,5,T3r,precise_6a_renoise,5.83656624743813,0.008444507606327534,apple,left
0.3090524673461914,0.10753748565912247,24.334842681884766,5,T3r,precise_6a_renoise,5.83656624743813,0.010148431174457073,apple,right
0.06431157141923904,0.14800165593624115,20.55005645751953,6,T3r,precise_6a_renoise,5.83656624743813,0.007266815286129713,apple,left
0.07187914103269577,0.11526918411254883,19.649980545043945,6,T3r,precise_6a_renoise,5.83656624743813,0.01391540002077818,apple,right
0.06561002135276794,0.12546661496162415,20.507862091064453,7,T3r,precise_6a_renoise,5.83656624743813,0.007852837443351746,apple,left
0.09569012373685837,0.12945640087127686,21.029544830322266,7,T3r,precise_6a_renoise,5.83656624743813,0.015544140711426735,apple,right
0.06420577317476273,0.15285997092723846,21.283546447753906,8,T3r,precise_6a_renoise,5.83656624743813,0.007884218357503414,apple,left
2.65903639793396,0.10327931493520737,21.661062240600586,8,T3r,precise_6a_renoise,5.83656624743813,0.009678898379206657,apple,right
0.06876055896282196,0.14418697357177734,19.407909393310547,9,T3r,precise_6a_renoise,5.83656624743813,0.01473262906074524,apple,left
0.4169445335865021,0.11336495727300644,21.948341369628906,9,T3r,precise_6a_renoise,5.83656624743813,0.008648986928164959,apple,right
0.06024424731731415,0.15820196270942688,20.543407440185547,0,T1r,precise_6a_renoise,5.028730630874634,0.009392174892127514,apple,left
0.19602875411510468,0.16409030556678772,18.447860717773438,0,T1r,precise_6a_renoise,5.028730630874634,0.016631795093417168,apple,right
0.113200344145298,0.19763615727424622,20.160829544067383,1,T1r,precise_6a_renoise,5.028730630874634,0.009278926067054272,apple,left
0.09263305366039276,0.1421869546175003,22.633724212646484,1,T1r,precise_6a_renoise,5.028730630874634,0.007600806187838316,apple,right
0.15647150576114655,0.19712844491004944,19.828624725341797,2,T1r,precise_6a_renoise,5.028730630874634,0.00982829462736845,apple,left
0.07541310787200928,0.13512247800827026,20.511096954345703,2,T1r,precise_6a_renoise,5.028730630874634,0.012989114038646221,apple,right
