AbsRel,AbsRel_L,AbsRel_R,LPIPS,PSNR,batch,config,run,s_per_gen,sharp,task,view
0.06829556077718735,0.06829556077718735,,0.12427914142608643,19.79554557800293,0,T25,precise_6a_avgfinal,24.882853458667622,0.012070391327142715,apple,left
0.09365631639957428,,0.09365631639957428,0.14327925443649292,17.60972785949707,0,T25,precise_6a_avgfinal,24.882853458667622,0.018229050561785698,apple,right
0.13254167139530182,0.13254167139530182,,0.16669109463691711,18.670154571533203,1,T25,precise_6a_avgfinal,24.882853458667622,0.011677535250782967,apple,left
0.035332728177309036,,0.035332728177309036,0.1280522495508194,20.568553924560547,1,T25,precise_6a_avgfinal,24.882853458667622,0.00908167939633131,apple,right
0.17294447124004364,0.17294447124004364,,0.17097380757331848,18.267578125,2,T25,precise_6a_avgfinal,24.882853458667622,0.011256358586251736,apple,left
0.06661871820688248,,0.06661871820688248,0.12465019524097443,19.603469848632812,2,T25,precise_6a_avgfinal,24.882853458667622,0.015149086713790894,apple,right
0.04891962930560112,0.04891962930560112,,0.13181322813034058,18.896129608154297,3,T25,precise_6a_avgfinal,24.882853458667622,0.014327803626656532,apple,left
0.07890679687261581,,0.07890679687261581,0.1372329294681549,21.311756134033203,3,T25,precise_6a_avgfinal,24.882853458667622,0.008685787208378315,apple,right
0.0635330006480217,0.0635330006480217,,0.11302127689123154,19.43311882019043,4,T25,precise_6a_avgfinal,24.882853458667622,0.015113688074052334,apple,left
0.07568608969449997,,0.07568608969449997,0.13068066537380219,20.80959701538086,4,T25,precise_6a_avgfinal,24.882853458667622,0.011614738963544369,apple,right
0.04920467361807823,0.04920467361807823,,0.1066967248916626,22.64112091064453,5,T25,precise_6a_avgfinal,24.882853458667622,0.009773737750947475,apple,left
0.07312428206205368,,0.07312428206205368,0.08474333584308624,22.84206199645996,5,T25,precise_6a_avgfinal,24.882853458667622,0.011908221058547497,apple,right
0.10148517042398453,0.10148517042398453,,0.13399305939674377,19.86165428161621,6,T25,precise_6a_avgfinal,24.882853458667622,0.008186266757547855,apple,left
0.05456388369202614,,0.05456388369202614,0.1077185794711113,19.69851303100586,6,T25,precise_6a_avgfinal,24.882853458667622,0.015060468576848507,apple,right
0.0495433434844017,0.0495433434844017,,0.12299080193042755,20.12120246887207,7,T25,precise_6a_avgfinal,24.882853458667622,0.009064883925020695,apple,left
0.0655728206038475,,0.0655728206038475,0.1164330393075943,20.689922332763672,7,T25,precise_6a_avgfinal,24.882853458667622,0.016577808186411858,apple,right
0.06959819793701172,0.06959819793701172,,0.13148002326488495,20.430152893066406,8,T25,precise_6a_avgfinal,24.882853458667622,0.008835561573505402,apple,left
0.047319911420345306,,0.047319911420345306,0.09495493024587631,20.47117042541504,8,T25,precise_6a_avgfinal,24.882853458667622,0.011756009422242641,apple,right
0.04730585590004921,0.04730585590004921,,0.13058972358703613,18.795408248901367,9,T25,precise_6a_avgfinal,24.882853458667622,0.015862559899687767,apple,left
0.053459685295820236,,0.053459685295820236,0.10749232769012451,21.359460830688477,9,T25,precise_6a_avgfinal,24.882853458667622,0.00978891085833311,apple,right
0.04630456119775772,0.04630456119775772,,0.08569760620594025,22.21885871887207,10,T25,precise_6a_avgfinal,24.882853458667622,0.014885753393173218,apple,left
0.03849312290549278,,0.03849312290549278,0.08197887986898422,22.403581619262695,10,T25,precise_6a_avgfinal,24.882853458667622,0.018417729064822197,apple,right
0.0914301946759224,0.0914301946759224,,0.15906716883182526,20.414867401123047,11,T25,precise_6a_avgfinal,24.882853458667622,0.008662177249789238,apple,left
0.09976039081811905,,0.09976039081811905,0.20287127792835236,17.471946716308594,11,T25,precise_6a_avgfinal,24.882853458667622,0.011028498411178589,apple,right
0.036961693316698074,0.036961693316698074,,0.07881230115890503,22.92047691345215,12,T25,precise_6a_avgfinal,24.882853458667622,0.018848789855837822,apple,left
0.0707547515630722,,0.0707547515630722,0.10355112701654434,21.777259826660156,12,T25,precise_6a_avgfinal,24.882853458667622,0.009322131983935833,apple,right
0.03857817500829697,0.03857817500829697,,0.08401355892419815,22.24596405029297,13,T25,precise_6a_avgfinal,24.882853458667622,0.018834637477993965,apple,left
0.04687141254544258,,0.04687141254544258,0.08182211220264435,22.99635124206543,13,T25,precise_6a_avgfinal,24.882853458667622,0.01487684901803732,apple,right
0.067071832716465,0.067071832716465,,0.12212562561035156,20.66644859313965,14,T25,precise_6a_avgfinal,24.882853458667622,0.008502930402755737,apple,left
0.08647220581769943,,0.08647220581769943,0.08197887986898422,22.403581619262695,14,T25,precise_6a_avgfinal,24.882853458667622,0.018417729064822197,apple,right
0.044446852058172226,0.044446852058172226,,0.09213866293430328,21.549348831176758,15,T25,precise_6a_avgfinal,24.882853458667622,0.018849043175578117,apple,left
0.07925233244895935,,0.07925233244895935,0.12445362657308578,19.9779109954834,15,T25,precise_6a_avgfinal,24.882853458667622,0.009323212318122387,apple,right
0.04613662511110306,0.04613662511110306,,0.08816774934530258,21.54470443725586,16,T25,precise_6a_avgfinal,24.882853458667622,0.019124260172247887,apple,left
0.07168499380350113,,0.07168499380350113,0.15300743281841278,19.152450561523438,16,T25,precise_6a_avgfinal,24.882853458667622,0.011742637492716312,apple,right
0.04623189941048622,0.04623189941048622,,0.08796373754739761,21.478662490844727,17,T25,precise_6a_avgfinal,24.882853458667622,0.018912341445684433,apple,left
0.07217039912939072,,0.07217039912939072,0.16958776116371155,18.524578094482422,17,T25,precise_6a_avgfinal,24.882853458667622,0.011760084889829159,apple,right
0.060302734375,0.060302734375,,0.08791527897119522,21.79433822631836,18,T25,precise_6a_avgfinal,24.882853458667622,0.015174034051597118,apple,left
0.03218640387058258,,0.03218640387058258,0.07800187170505524,22.50615882873535,18,T25,precise_6a_avgfinal,24.882853458667622,0.018633892759680748,apple,right
0.06554318964481354,0.06554318964481354,,0.08872425556182861,21.52886962890625,19,T25,precise_6a_avgfinal,24.882853458667622,0.015080769546329975,apple,left
0.06828636676073074,,0.06828636676073074,0.15807531774044037,19.237451553344727,19,T25,precise_6a_avgfinal,24.882853458667622,0.011538169346749783,apple,right
0.08705902099609375,0.08705902099609375,,0.14319922029972076,19.31574058532715,0,S4b,precise_6a_avgfinal,4.581830756417636,0.013276687823235989,apple,left
0.11277366429567337,,0.11277366429567337,0.1479066014289856,17.887142181396484,0,S4b,precise_6a_avgfinal,4.581830756417636,0.020350219681859016,apple,right
0.1020224392414093,0.1020224392414093,,0.17809920012950897,18.379959106445312,1,S4b,precise_6a_avgfinal,4.581830756417636,0.011806233786046505,apple,left
0.044551726430654526,,0.044551726430654526,0.12903644144535065,20.87497901916504,1,S4b,precise_6a_avgfinal,4.581830756417636,0.008480170741677284,apple,right
0.11809699982404709,0.11809699982404709,,0.1861826479434967,18.09789276123047,2,S4b,precise_6a_avgfinal,4.581830756417636,0.011882670223712921,apple,left
0.055097028613090515,,0.055097028613090515,0.13154764473438263,19.651321411132812,2,S4b,precise_6a_avgfinal,4.581830756417636,0.0141454404219985,apple,right
0.09430533647537231,0.09430533647537231,,0.15410111844539642,18.314573287963867,3,S4b,precise_6a_avgfinal,4.581830756417636,0.01469954289495945,apple,left
0.13397356867790222,,0.13397356867790222,0.15825870633125305,20.937759399414062,3,S4b,precise_6a_avgfinal,4.581830756417636,0.009121972136199474,apple,right
0.06793808937072754,0.06793808937072754,,0.11995785683393478,19.27855682373047,4,S4b,precise_6a_avgfinal,4.581830756417636,0.014739706180989742,apple,left
0.10589540004730225,,0.10589540004730225,0.14187279343605042,20.25190544128418,4,S4b,precise_6a_avgfinal,4.581830756417636,0.012799376621842384,apple,right
0.04972616583108902,0.04972616583108902,,0.12744538486003876,22.002090454101562,5,S4b,precise_6a_avgfinal,4.581830756417636,0.01059675868600607,apple,left
0.07188153266906738,,0.07188153266906738,0.10145934671163559,22.935688018798828,5,S4b,precise_6a_avgfinal,4.581830756417636,0.011357598938047886,apple,right
0.06748007982969284,0.06748007982969284,,0.1546318382024765,19.61956214904785,6,S4b,precise_6a_avgfinal,4.581830756417636,0.008042875677347183,apple,left
0.10191792994737625,,0.10191792994737625,0.11904852837324142,19.10476303100586,6,S4b,precise_6a_avgfinal,4.581830756417636,0.015680639073252678,apple,right
0.06955069303512573,0.06955069303512573,,0.13421934843063354,19.731740951538086,7,S4b,precise_6a_avgfinal,4.581830756417636,0.008759956806898117,apple,left
0.07914558053016663,,0.07914558053016663,0.13642887771129608,20.092575073242188,7,S4b,precise_6a_avgfinal,4.581830756417636,0.018109632655978203,apple,right
0.07233680784702301,0.07233680784702301,,0.15361987054347992,20.264888763427734,8,S4b,precise_6a_avgfinal,4.581830756417636,0.009924043901264668,apple,left
0.05700644478201866,,0.05700644478201866,0.1304178684949875,18.707067489624023,8,S4b,precise_6a_avgfinal,4.581830756417636,0.01170849148184061,apple,right
0.07653043419122696,0.07653043419122696,,0.15100817382335663,18.627044677734375,9,S4b,precise_6a_avgfinal,4.581830756417636,0.016387680545449257,apple,left
0.07102746516466141,,0.07102746516466141,0.12205833196640015,20.80379867553711,9,S4b,precise_6a_avgfinal,4.581830756417636,0.00968073308467865,apple,right
0.05022716894745827,0.05022716894745827,,0.10256731510162354,21.621417999267578,10,S4b,precise_6a_avgfinal,4.581830756417636,0.014622308313846588,apple,left
0.06939344853162766,,0.06939344853162766,0.09542796015739441,21.982383728027344,10,S4b,precise_6a_avgfinal,4.581830756417636,0.01940840296447277,apple,right
0.0997314527630806,0.0997314527630806,,0.17784355580806732,19.658668518066406,11,S4b,precise_6a_avgfinal,4.581830756417636,0.009516946971416473,apple,left
0.15712064504623413,,0.15712064504623413,0.2143716812133789,17.779142379760742,11,S4b,precise_6a_avgfinal,4.581830756417636,0.012251459062099457,apple,right
0.04780683293938637,0.04780683293938637,,0.10126026719808578,21.350955963134766,12,S4b,precise_6a_avgfinal,4.581830756417636,0.018414979800581932,apple,left
0.050018154084682465,,0.050018154084682465,0.11408896744251251,22.130367279052734,12,S4b,precise_6a_avgfinal,4.581830756417636,0.007998201064765453,apple,right
0.052010055631399155,0.052010055631399155,,0.09540452063083649,21.805734634399414,13,S4b,precise_6a_avgfinal,4.581830756417636,0.01876215822994709,apple,left
0.05068691074848175,,0.05068691074848175,0.08865928649902344,22.705562591552734,13,S4b,precise_6a_avgfinal,4.581830756417636,0.015384912490844727,apple,right
0.05438745394349098,0.05438745394349098,,0.13332606852054596,20.508831024169922,14,S4b,precise_6a_avgfinal,4.581830756417636,0.008827799931168556,apple,left
0.08286530524492264,,0.08286530524492264,0.09542796015739441,21.982383728027344,14,S4b,precise_6a_avgfinal,4.581830756417636,0.01940840296447277,apple,right
0.05542568489909172,0.05542568489909172,,0.10023482888936996,21.613557815551758,15,S4b,precise_6a_avgfinal,4.581830756417636,0.01844032108783722,apple,left
0.06523687392473221,,0.06523687392473221,0.128196582198143,20.710731506347656,15,S4b,precise_6a_avgfinal,4.581830756417636,0.008024998009204865,apple,right
