apple_AbsRel,apple_PSNR,apple_cent,apple_cent_last,apple_cent_t,batch,bg_AbsRel,bg_PSNR,bg_cent,bg_cent_last,bg_cent_t,config,grip_AbsRel,grip_PSNR,grip_cent,grip_cent_last,run,s_per_gen,task,view
0.02645096741616726,18.77107810974121,0.046457677334547046,0.03489692881703377,"[0.044759344309568405, 0.046178389340639114, 0.04204952344298363, 0.0428120493888855, 0.04262353107333183, 0.05783982574939728, 0.04755439609289169, 0.05513504147529602, 0.05072774365544319, 0.03489692881703377]",52,0.07131898403167725,20.98670196533203,0.023309549875557424,0.014707809314131737,"[0.027582064270973206, 0.02513734996318817, 0.020895322784781456, 0.020117036998271942, 0.02255338430404663, 0.02655341476202011, 0.024616332724690437, 0.02429814822971821, 0.026634635403752327, 0.014707809314131737]",S3b,0.2567313015460968,15.551570892333984,0.1902375750243664,0.07586202770471573,policy_proxy_final60,4.265025754769643,apple,left
0.046984437853097916,17.17388916015625,0.12189406082034111,0.10693345218896866,"[0.10965342074632645, 0.11968406289815903, 0.11971436440944672, 0.11810756474733353, 0.1358283907175064, 0.11782265454530716, 0.13287055492401123, 0.14515934884548187, 0.11316679418087006, 0.10693345218896866]",52,0.08755696564912796,19.72955322265625,0.07205282971262932,0.08511263877153397,"[0.0436476394534111, 0.06572870165109634, 0.0741521492600441, 0.08339724689722061, 0.07933003455400467, 0.08404488116502762, 0.06165749579668045, 0.07349682599306107, 0.06996068358421326, 0.08511263877153397]",S3b,0.22713319957256317,15.974132537841797,0.19947373792529105,0.13478712737560272,policy_proxy_final60,4.265025754769643,apple,right
0.07542598992586136,17.134693145751953,0.08924947008490562,0.15195581316947937,"[0.07802523672580719, 0.07521752268075943, 0.06573472917079926, 0.05767980217933655, 0.07931916415691376, 0.07637935131788254, 0.07422588765621185, 0.08952512592077255, 0.14443206787109375, 0.15195581316947937]",53,0.0677594467997551,21.02014923095703,0.032236216403543946,0.02061890996992588,"[0.018884239718317986, 0.021977059543132782, 0.013770049437880516, 0.04163557291030884, 0.04119215905666351, 0.04200808331370354, 0.048611149191856384, 0.044625259935855865, 0.02903968095779419, 0.02061890996992588]",S3b,0.11896294355392456,18.122446060180664,0.05937185548245907,0.050603777170181274,policy_proxy_final60,4.265025754769643,apple,left
0.07820915430784225,17.116802215576172,0.038147593227525554,0.04125874117016792,"[0.0502675361931324, 0.028524039313197136, 0.030747640877962112, 0.036102473735809326, None, None, None, None, 0.041985128074884415, 0.04125874117016792]",53,0.052452195435762405,20.730009078979492,0.02723872158676386,0.03526083752512932,"[0.02371162176132202, 0.028629900887608528, 0.02103070355951786, 0.0315886028110981, 0.021130144596099854, 0.024912267923355103, 0.029810022562742233, 0.026000767946243286, 0.030312346294522285, 0.03526083752512932]",S3b,0.15925730764865875,15.991653442382812,0.14346657544374466,0.06436065584421158,policy_proxy_final60,4.265025754769643,apple,right
0.06620148569345474,15.985183715820312,0.06754732280969619,0.04861023277044296,"[0.0796051099896431, 0.07410258799791336, 0.08504727482795715, None, None, None, None, 0.050371408462524414, 0.04861023277044296, None]",54,0.04854113981127739,20.103252410888672,0.01312156585045159,0.007225498091429472,"[0.016403814777731895, 0.014128421433269978, 0.013050951063632965, 0.01522550918161869, 0.014162372797727585, 0.0199132077395916, 0.010900496505200863, 0.007523922249674797, 0.012681464664638042, 0.007225498091429472]",S3b,0.11255989223718643,15.768598556518555,0.10148243643343449,0.059690263122320175,policy_proxy_final60,4.265025754769643,apple,left
0.021905256435275078,18.167932510375977,0.05977610200643539,0.05626167729496956,"[0.05435724928975105, 0.05933541804552078, 0.06126350536942482, 0.06147023290395737, 0.057234086096286774, 0.058561403304338455, 0.05736854672431946, 0.06835330277681351, 0.06355559825897217, 0.05626167729496956]",54,0.06800935417413712,20.631519317626953,0.052525613084435464,0.04866265505552292,"[0.05148082226514816, 0.049213506281375885, 0.05693201720714569, 0.05587811395525932, 0.049101751297712326, 0.05689637362957001, 0.051353033632040024, 0.06061111390590668, 0.045126743614673615, 0.04866265505552292]",S3b,0.18261617422103882,15.634639739990234,0.1428565789014101,0.052028801292181015,policy_proxy_final60,4.265025754769643,apple,right
0.03918727487325668,17.40334701538086,0.04216090552508831,0.03628877177834511,"[0.04210813343524933, 0.04928923770785332, 0.04136150702834129, 0.04243015497922897, 0.04200439527630806, 0.04585203528404236, 0.04689718782901764, 0.04030700773000717, 0.03507062420248985, 0.03628877177834511]",55,0.061295222491025925,20.477781295776367,0.021820386219769717,0.01560101006180048,"[0.024366246536374092, 0.02037551812827587, 0.01894967257976532, 0.019952647387981415, 0.01778576895594597, 0.02334068901836872, 0.019163569435477257, 0.032114576548337936, 0.026554163545370102, 0.01560101006180048]",S3b,0.12743878364562988,15.05978012084961,0.08756219474598766,0.0393613800406456,policy_proxy_final60,4.265025754769643,apple,left
0.05801274999976158,15.270425796508789,0.07502523884177208,0.06603839248418808,"[0.05843452364206314, 0.062472667545080185, None, None, None, None, 0.1058078184723854, 0.08237279206514359, None, 0.06603839248418808]",55,0.06325704604387283,20.321945190429688,0.04627675972878933,0.04888042062520981,"[0.04566061869263649, 0.041750889271497726, 0.051027338951826096, 0.05226472392678261, 0.042328979820013046, 0.05017309635877609, 0.044525742530822754, 0.05095836892724037, 0.0351974181830883, 0.04888042062520981]",S3b,0.09586195647716522,15.583023071289062,0.05890408381819725,0.04619644954800606,policy_proxy_final60,4.265025754769643,apple,right
0.2825326919555664,12.282773971557617,0.11677145957946777,0.11677145957946777,"[None, None, None, None, None, None, None, None, None, 0.11677145957946777]",56,0.2927379608154297,15.194048881530762,0.05434828344732523,0.025132423266768456,"[0.052886590361595154, 0.05180251970887184, 0.042909249663352966, 0.04663781449198723, 0.0605146661400795, 0.049049392342567444, 0.07308148592710495, 0.08355606347322464, 0.05791262909770012, 0.025132423266768456]",S3b,0.4368869662284851,14.32219123840332,0.18381651490926743,0.23322872817516327,policy_proxy_final60,4.265025754769643,apple,left
0.05747625231742859,15.123785018920898,0.08967818468809127,0.09885421395301819,"[0.10186537355184555, None, None, None, None, 0.07474277168512344, 0.057850904762744904, None, 0.1150776594877243, 0.09885421395301819]",56,0.06812019646167755,20.41222381591797,0.050204317271709445,0.048051606863737106,"[0.057673532515764236, 0.056860510259866714, 0.05425247922539711, 0.05035519599914551, 0.047029104083776474, 0.04775673896074295, 0.04429025948047638, 0.05332042649388313, 0.04245331883430481, 0.048051606863737106]",S3b,0.07149171084165573,15.824287414550781,0.15208383202552794,0.3852412700653076,policy_proxy_final60,4.265025754769643,apple,right
0.673578679561615,16.23726463317871,0.259037297219038,0.39985454082489014,"[None, None, None, None, None, None, None, None, 0.11822005361318588, 0.39985454082489014]",57,0.2663010060787201,15.582796096801758,0.05125720910727978,0.06698620319366455,"[0.05831623449921608, 0.049795765429735184, 0.06586767733097076, 0.05372251942753792, 0.04242333769798279, 0.04112601652741432, 0.041759196668863297, 0.039887506514787674, 0.0526876337826252, 0.06698620319366455]",S3b,0.32376793026924133,14.572744369506836,0.09926228784024715,0.1533292829990387,policy_proxy_final60,4.265025754769643,apple,left
