run,task,config,kind,index,value
precise_6a_main20_fast,apple,T25,cv,0,0.27770662009716035
precise_6a_main20_fast,apple,T25,cv,1,0.2465529665350914
precise_6a_main20_fast,apple,T25,cv,2,0.17759046852588653
precise_6a_main20_fast,apple,T25,cv,3,0.10241553485393524
precise_6a_main20_fast,apple,T25,cv,4,0.17847023755311966
precise_6a_main20_fast,apple,T25,cv,5,0.17047035247087478
precise_6a_main20_fast,apple,T25,cv,6,0.09973036646842956
precise_6a_main20_fast,apple,T25,cv,7,0.21420893222093582
precise_6a_main20_fast,apple,T25,cv,8,0.11490554288029671
precise_6a_main20_fast,apple,T25,cv,9,0.24610851407051088
precise_6a_main20_fast,apple,T25,cv,10,0.027414702437818052
precise_6a_main20_fast,apple,T25,cv,11,0.15643480718135833
precise_6a_main20_fast,apple,T25,cv,12,0.18242724537849425
precise_6a_main20_fast,apple,T25,cv,13,0.04379984587430954
precise_6a_main20_fast,apple,T25,cv,14,0.10136757269501687
precise_6a_main20_fast,apple,T25,cv,15,0.17574692517518997
precise_6a_main20_fast,apple,T25,cv,16,0.29227148592472074
precise_6a_main20_fast,apple,T25,cv,17,0.29104357659816743
precise_6a_main20_fast,apple,T25,cv,18,0.027019776217639447
precise_6a_main20_fast,apple,T25,cv,19,0.2617137774825096
precise_6a_main20_fast,apple,T25,div,0,0.018642228096723557
precise_6a_main20_fast,apple,T25,div,1,0.02776273339986801
precise_6a_main20_fast,apple,T25,div,2,0.021427452564239502
precise_6a_main20_fast,apple,T25,div,3,0.02191176451742649
precise_6a_main20_fast,apple,T25,div,4,0.02390594407916069
precise_6a_main20_fast,apple,T25,div,5,0.02263631671667099
precise_6a_main20_fast,apple,S3b,cv,0,0.19527875185012816
precise_6a_main20_fast,apple,S3b,cv,1,0.25299321711063383
precise_6a_main20_fast,apple,S3b,cv,2,0.1800454944372177
precise_6a_main20_fast,apple,S3b,cv,3,0.1733734592795372
precise_6a_main20_fast,apple,S3b,cv,4,0.1549124076962471
precise_6a_main20_fast,apple,S3b,cv,5,0.13039269745349885
precise_6a_main20_fast,apple,S3b,cv,6,0.09396380931138992
precise_6a_main20_fast,apple,S3b,cv,7,0.13977530598640442
precise_6a_main20_fast,apple,S3b,cv,8,0.11672799065709114
precise_6a_main20_fast,apple,S3b,cv,9,0.18897421807050704
precise_6a_main20_fast,apple,S3b,cv,10,0.03979245759546757
precise_6a_main20_fast,apple,S3b,cv,11,0.1054928332567215
precise_6a_main20_fast,apple,S3b,cv,12,0.16331859827041625
precise_6a_main20_fast,apple,S3b,cv,13,0.05084642954170704
precise_6a_main20_fast,apple,S3b,cv,14,0.08442451059818268
precise_6a_main20_fast,apple,S3b,cv,15,0.15920540541410447
precise_6a_main20_fast,apple,S3b,cv,16,0.171105195581913
precise_6a_main20_fast,apple,S3b,cv,17,0.16180826872587203
precise_6a_main20_fast,apple,S3b,cv,18,0.03756159730255604
precise_6a_main20_fast,apple,S3b,cv,19,0.14489834159612655
precise_6a_main20_fast,apple,S3b,div,0,0.022709162905812263
precise_6a_main20_fast,apple,S3b,div,1,0.024446576833724976
precise_6a_main20_fast,apple,S3b,div,2,0.02262217551469803
precise_6a_main20_fast,apple,S3b,div,3,0.01833929307758808
precise_6a_main20_fast,apple,S3b,div,4,0.024958761408925056
precise_6a_main20_fast,apple,S3b,div,5,0.021430816501379013
precise_6a_main20_fast,apple,S1b,cv,0,0.18460596203804017
precise_6a_main20_fast,apple,S1b,cv,1,0.22941239476203917
precise_6a_main20_fast,apple,S1b,cv,2,0.17481257766485214
precise_6a_main20_fast,apple,S1b,cv,3,0.17702711820602418
precise_6a_main20_fast,apple,S1b,cv,4,0.1798106089234352
precise_6a_main20_fast,apple,S1b,cv,5,0.14407714903354646
precise_6a_main20_fast,apple,S1b,cv,6,0.15103033632040025
precise_6a_main20_fast,apple,S1b,cv,7,0.18033270090818404
precise_6a_main20_fast,apple,S1b,cv,8,0.1694095939397812
precise_6a_main20_fast,apple,S1b,cv,9,0.229722061753273
precise_6a_main20_fast,apple,S1b,cv,10,0.04100203178822994
precise_6a_main20_fast,apple,S1b,cv,11,0.12348855882883072
precise_6a_main20_fast,apple,S1b,cv,12,0.17253877073526383
precise_6a_main20_fast,apple,S1b,cv,13,0.06484978310763836
precise_6a_main20_fast,apple,S1b,cv,14,0.10753138586878777
precise_6a_main20_fast,apple,S1b,cv,15,0.17771953493356704
precise_6a_main20_fast,apple,S1b,cv,16,0.2691607430577278
precise_6a_main20_fast,apple,S1b,cv,17,0.27116975039243696
precise_6a_main20_fast,apple,S1b,cv,18,0.033949586749076846
precise_6a_main20_fast,apple,S1b,cv,19,0.21834005415439606
precise_6a_main20_fast,apple,S1b,div,0,0.011229883879423141
precise_6a_main20_fast,apple,S1b,div,1,0.01428621169179678
precise_6a_main20_fast,apple,S1b,div,2,0.009145128540694714
precise_6a_main20_fast,apple,S1b,div,3,0.01253096479922533
precise_6a_main20_fast,apple,S1b,div,4,0.010612230747938156
precise_6a_main20_fast,apple,S1b,div,5,0.012238696217536926
