AbsRel,AbsRel_L,AbsRel_R,LPIPS,PSNR,batch,config,run,s_per_gen_eval_harness,sharp,task,view
0.06829556077718735,0.06829556077718735,,0.12427914142608643,19.79554557800293,0,T25,precise_6a_6a_seed2,24.93168203584079,0.012070391327142715,apple,left
0.09365631639957428,,0.09365631639957428,0.14327925443649292,17.60972785949707,0,T25,precise_6a_6a_seed2,24.93168203584079,0.018229050561785698,apple,right
0.13254167139530182,0.13254167139530182,,0.16669109463691711,18.670154571533203,1,T25,precise_6a_6a_seed2,24.93168203584079,0.011677535250782967,apple,left
0.035332728177309036,,0.035332728177309036,0.1280522495508194,20.568553924560547,1,T25,precise_6a_6a_seed2,24.93168203584079,0.00908167939633131,apple,right
0.17294447124004364,0.17294447124004364,,0.17097380757331848,18.267578125,2,T25,precise_6a_6a_seed2,24.93168203584079,0.011256358586251736,apple,left
0.06661871820688248,,0.06661871820688248,0.12465019524097443,19.603469848632812,2,T25,precise_6a_6a_seed2,24.93168203584079,0.015149086713790894,apple,right
0.04891962930560112,0.04891962930560112,,0.13181322813034058,18.896129608154297,3,T25,precise_6a_6a_seed2,24.93168203584079,0.014327803626656532,apple,left
0.07890679687261581,,0.07890679687261581,0.1372329294681549,21.311756134033203,3,T25,precise_6a_6a_seed2,24.93168203584079,0.008685787208378315,apple,right
0.0635330006480217,0.0635330006480217,,0.11302127689123154,19.43311882019043,4,T25,precise_6a_6a_seed2,24.93168203584079,0.015113688074052334,apple,left
0.07568608969449997,,0.07568608969449997,0.13068066537380219,20.80959701538086,4,T25,precise_6a_6a_seed2,24.93168203584079,0.011614738963544369,apple,right
0.04920467361807823,0.04920467361807823,,0.1066967248916626,22.64112091064453,5,T25,precise_6a_6a_seed2,24.93168203584079,0.009773737750947475,apple,left
0.07312428206205368,,0.07312428206205368,0.08474333584308624,22.84206199645996,5,T25,precise_6a_6a_seed2,24.93168203584079,0.011908221058547497,apple,right
0.10148517042398453,0.10148517042398453,,0.13399305939674377,19.86165428161621,6,T25,precise_6a_6a_seed2,24.93168203584079,0.008186266757547855,apple,left
0.05456388369202614,,0.05456388369202614,0.1077185794711113,19.69851303100586,6,T25,precise_6a_6a_seed2,24.93168203584079,0.015060468576848507,apple,right
0.0495433434844017,0.0495433434844017,,0.12299080193042755,20.12120246887207,7,T25,precise_6a_6a_seed2,24.93168203584079,0.009064883925020695,apple,left
0.0655728206038475,,0.0655728206038475,0.1164330393075943,20.689922332763672,7,T25,precise_6a_6a_seed2,24.93168203584079,0.016577808186411858,apple,right
0.06959819793701172,0.06959819793701172,,0.13148002326488495,20.430152893066406,8,T25,precise_6a_6a_seed2,24.93168203584079,0.008835561573505402,apple,left
0.047319911420345306,,0.047319911420345306,0.09495493024587631,20.47117042541504,8,T25,precise_6a_6a_seed2,24.93168203584079,0.011756009422242641,apple,right
0.04730585590004921,0.04730585590004921,,0.13058972358703613,18.795408248901367,9,T25,precise_6a_6a_seed2,24.93168203584079,0.015862559899687767,apple,left
0.053459685295820236,,0.053459685295820236,0.10749232769012451,21.359460830688477,9,T25,precise_6a_6a_seed2,24.93168203584079,0.00978891085833311,apple,right
0.04630456119775772,0.04630456119775772,,0.08569760620594025,22.21885871887207,10,T25,precise_6a_6a_seed2,24.93168203584079,0.014885753393173218,apple,left
0.03849312290549278,,0.03849312290549278,0.08197887986898422,22.403581619262695,10,T25,precise_6a_6a_seed2,24.93168203584079,0.018417729064822197,apple,right
0.0914301946759224,0.0914301946759224,,0.15906716883182526,20.414867401123047,11,T25,precise_6a_6a_seed2,24.93168203584079,0.008662177249789238,apple,left
0.09976039081811905,,0.09976039081811905,0.20287127792835236,17.471946716308594,11,T25,precise_6a_6a_seed2,24.93168203584079,0.011028498411178589,apple,right
0.036961693316698074,0.036961693316698074,,0.07881230115890503,22.92047691345215,12,T25,precise_6a_6a_seed2,24.93168203584079,0.018848789855837822,apple,left
0.0707547515630722,,0.0707547515630722,0.10355112701654434,21.777259826660156,12,T25,precise_6a_6a_seed2,24.93168203584079,0.009322131983935833,apple,right
0.03857817500829697,0.03857817500829697,,0.08401355892419815,22.24596405029297,13,T25,precise_6a_6a_seed2,24.93168203584079,0.018834637477993965,apple,left
0.04687141254544258,,0.04687141254544258,0.08182211220264435,22.99635124206543,13,T25,precise_6a_6a_seed2,24.93168203584079,0.01487684901803732,apple,right
0.067071832716465,0.067071832716465,,0.12212562561035156,20.66644859313965,14,T25,precise_6a_6a_seed2,24.93168203584079,0.008502930402755737,apple,left
0.08647220581769943,,0.08647220581769943,0.08197887986898422,22.403581619262695,14,T25,precise_6a_6a_seed2,24.93168203584079,0.018417729064822197,apple,right
0.044446852058172226,0.044446852058172226,,0.09213866293430328,21.549348831176758,15,T25,precise_6a_6a_seed2,24.93168203584079,0.018849043175578117,apple,left
0.07925233244895935,,0.07925233244895935,0.12445362657308578,19.9779109954834,15,T25,precise_6a_6a_seed2,24.93168203584079,0.009323212318122387,apple,right
0.04613662511110306,0.04613662511110306,,0.08816774934530258,21.54470443725586,16,T25,precise_6a_6a_seed2,24.93168203584079,0.019124260172247887,apple,left
0.07168499380350113,,0.07168499380350113,0.15300743281841278,19.152450561523438,16,T25,precise_6a_6a_seed2,24.93168203584079,0.011742637492716312,apple,right
0.04623189941048622,0.04623189941048622,,0.08796373754739761,21.478662490844727,17,T25,precise_6a_6a_seed2,24.93168203584079,0.018912341445684433,apple,left
0.07217039912939072,,0.07217039912939072,0.16958776116371155,18.524578094482422,17,T25,precise_6a_6a_seed2,24.93168203584079,0.011760084889829159,apple,right
0.060302734375,0.060302734375,,0.08791527897119522,21.79433822631836,18,T25,precise_6a_6a_seed2,24.93168203584079,0.015174034051597118,apple,left
0.03218640387058258,,0.03218640387058258,0.07800187170505524,22.50615882873535,18,T25,precise_6a_6a_seed2,24.93168203584079,0.018633892759680748,apple,right
0.06554318964481354,0.06554318964481354,,0.08872425556182861,21.52886962890625,19,T25,precise_6a_6a_seed2,24.93168203584079,0.015080769546329975,apple,left
0.06828636676073074,,0.06828636676073074,0.15807531774044037,19.237451553344727,19,T25,precise_6a_6a_seed2,24.93168203584079,0.011538169346749783,apple,right
0.09335985779762268,0.09335985779762268,,0.14659443497657776,19.636371612548828,0,S3b,precise_6a_6a_seed2,4.370663856637889,0.011878001503646374,apple,left
0.11477392911911011,,0.11477392911911011,0.14421862363815308,18.01220703125,0,S3b,precise_6a_6a_seed2,4.370663856637889,0.01978730969130993,apple,right
0.1349947452545166,0.1349947452545166,,0.18730361759662628,18.580244064331055,1,S3b,precise_6a_6a_seed2,4.370663856637889,0.010829754173755646,apple,left
0.06134393811225891,,0.06134393811225891,0.1326427161693573,21.45113754272461,1,S3b,precise_6a_6a_seed2,4.370663856637889,0.007915675640106201,apple,right
0.1394679844379425,0.1394679844379425,,0.1956450492143631,18.437116622924805,2,S3b,precise_6a_6a_seed2,4.370663856637889,0.010719695128500462,apple,left
0.07598847895860672,,0.07598847895860672,0.13226723670959473,19.520238876342773,2,S3b,precise_6a_6a_seed2,4.370663856637889,0.013721524737775326,apple,right
0.10439622402191162,0.10439622402191162,,0.16630218923091888,18.680511474609375,3,S3b,precise_6a_6a_seed2,4.370663856637889,0.013769146986305714,apple,left
0.14005857706069946,,0.14005857706069946,0.16814088821411133,21.207256317138672,3,S3b,precise_6a_6a_seed2,4.370663856637889,0.009297944605350494,apple,right
0.07582862675189972,0.07582862675189972,,0.13219980895519257,19.367578506469727,4,S3b,precise_6a_6a_seed2,4.370663856637889,0.014169326983392239,apple,left
0.10832257568836212,,0.10832257568836212,0.1467798501253128,20.17829132080078,4,S3b,precise_6a_6a_seed2,4.370663856637889,0.012443243525922298,apple,right
0.061452656984329224,0.061452656984329224,,0.13735836744308472,21.246448516845703,5,S3b,precise_6a_6a_seed2,4.370663856637889,0.013252349570393562,apple,left
0.07039637863636017,,0.07039637863636017,0.10768373310565948,22.94255256652832,5,S3b,precise_6a_6a_seed2,4.370663856637889,0.011127069592475891,apple,right
0.09131583571434021,0.09131583571434021,,0.1661832332611084,19.57218360900879,6,S3b,precise_6a_6a_seed2,4.370663856637889,0.006981970276683569,apple,left
0.09365362673997879,,0.09365362673997879,0.12254800647497177,19.30377197265625,6,S3b,precise_6a_6a_seed2,4.370663856637889,0.014554077759385109,apple,right
0.07322584092617035,0.07322584092617035,,0.13433991372585297,19.950706481933594,7,S3b,precise_6a_6a_seed2,4.370663856637889,0.00842467974871397,apple,left
0.09298049658536911,,0.09298049658536911,0.1392325460910797,20.556982040405273,7,S3b,precise_6a_6a_seed2,4.370663856637889,0.01706392876803875,apple,right
0.07125995308160782,0.07125995308160782,,0.1681225299835205,20.343769073486328,8,S3b,precise_6a_6a_seed2,4.370663856637889,0.008984263055026531,apple,left
0.05310849845409393,,0.05310849845409393,0.14021705090999603,19.22249984741211,8,S3b,precise_6a_6a_seed2,4.370663856637889,0.010510584339499474,apple,right
0.07708978652954102,0.07708978652954102,,0.15786229074001312,18.90218734741211,9,S3b,precise_6a_6a_seed2,4.370663856637889,0.015512391924858093,apple,left
0.09860675036907196,,0.09860675036907196,0.12710486352443695,21.108497619628906,9,S3b,precise_6a_6a_seed2,4.370663856637889,0.009594663977622986,apple,right
0.05762454494833946,0.05762454494833946,,0.10444791615009308,21.795236587524414,10,S3b,precise_6a_6a_seed2,4.370663856637889,0.01460536103695631,apple,left
0.08919456601142883,,0.08919456601142883,0.09764021635055542,21.850563049316406,10,S3b,precise_6a_6a_seed2,4.370663856637889,0.018474170938134193,apple,right
0.10823226720094681,0.10823226720094681,,0.18075358867645264,20.089611053466797,11,S3b,precise_6a_6a_seed2,4.370663856637889,0.009682819247245789,apple,left
0.18466395139694214,,0.18466395139694214,0.22271446883678436,18.276887893676758,11,S3b,precise_6a_6a_seed2,4.370663856637889,0.010765156708657742,apple,right
0.051070746034383774,0.051070746034383774,,0.10483763366937637,21.43145751953125,12,S3b,precise_6a_6a_seed2,4.370663856637889,0.01783372461795807,apple,left
0.07327501475811005,,0.07327501475811005,0.11746034771203995,22.378551483154297,12,S3b,precise_6a_6a_seed2,4.370663856637889,0.007971975952386856,apple,right
0.05371294170618057,0.05371294170618057,,0.09931301325559616,21.86893081665039,13,S3b,precise_6a_6a_seed2,4.370663856637889,0.0182961355894804,apple,left
0.05263836309313774,,0.05263836309313774,0.09397685527801514,22.5528507232666,13,S3b,precise_6a_6a_seed2,4.370663856637889,0.014558973722159863,apple,right
0.09277211129665375,0.09277211129665375,,0.13517996668815613,20.641145706176758,14,S3b,precise_6a_6a_seed2,4.370663856637889,0.00833369791507721,apple,left
0.10090390592813492,,0.10090390592813492,0.09764021635055542,21.850563049316406,14,S3b,precise_6a_6a_seed2,4.370663856637889,0.018474170938134193,apple,right
0.056779466569423676,0.056779466569423676,,0.10416311025619507,21.588054656982422,15,S3b,precise_6a_6a_seed2,4.370663856637889,0.01781577430665493,apple,left
0.0861605778336525,,0.0861605778336525,0.13130013644695282,20.96930694580078,15,S3b,precise_6a_6a_seed2,4.370663856637889,0.0079789524897933,apple,right
0.06490287184715271,0.06490287184715271,,0.1039317175745964,21.53527069091797,16,S3b,precise_6a_6a_seed2,4.370663856637889,0.018111521378159523,apple,left
0.0738537535071373,,0.0738537535071373,0.16600333154201508,19.41623306274414,16,S3b,precise_6a_6a_seed2,4.370663856637889,0.01135864108800888,apple,right
0.058745332062244415,0.058745332062244415,,0.10621024668216705,21.13407325744629,17,S3b,precise_6a_6a_seed2,4.370663856637889,0.017731038853526115,apple,left
0.08711934834718704,,0.08711934834718704,0.18218553066253662,18.936079025268555,17,S3b,precise_6a_6a_seed2,4.370663856637889,0.011078870855271816,apple,right
0.058076150715351105,0.058076150715351105,,0.11018520593643188,21.24881935119629,18,S3b,precise_6a_6a_seed2,4.370663856637889,0.014585109427571297,apple,left
0.0738346055150032,,0.0738346055150032,0.10033372789621353,21.19339370727539,18,S3b,precise_6a_6a_seed2,4.370663856637889,0.018302736803889275,apple,right
0.056257884949445724,0.056257884949445724,,0.11368854343891144,20.57748794555664,19,S3b,precise_6a_6a_seed2,4.370663856637889,0.014380182139575481,apple,left
0.09541494399309158,,0.09541494399309158,0.18226133286952972,18.967090606689453,19,S3b,precise_6a_6a_seed2,4.370663856637889,0.011916480958461761,apple,right
