run,task,config,kind,index,value
precise_6a_6a_seed2,apple,T25,cv,0,0.27770662009716035
precise_6a_6a_seed2,apple,T25,cv,1,0.2465529665350914
precise_6a_6a_seed2,apple,T25,cv,2,0.17759046852588653
precise_6a_6a_seed2,apple,T25,cv,3,0.10241553485393524
precise_6a_6a_seed2,apple,T25,cv,4,0.17847023755311966
precise_6a_6a_seed2,apple,T25,cv,5,0.17047035247087478
precise_6a_6a_seed2,apple,T25,cv,6,0.09973036646842956
precise_6a_6a_seed2,apple,T25,cv,7,0.21420893222093582
precise_6a_6a_seed2,apple,T25,cv,8,0.11490554288029671
precise_6a_6a_seed2,apple,T25,cv,9,0.24610851407051088
precise_6a_6a_seed2,apple,T25,cv,10,0.027414702437818052
precise_6a_6a_seed2,apple,T25,cv,11,0.15643480718135833
precise_6a_6a_seed2,apple,T25,cv,12,0.18242724537849425
precise_6a_6a_seed2,apple,T25,cv,13,0.04379984587430954
precise_6a_6a_seed2,apple,T25,cv,14,0.10136757269501687
precise_6a_6a_seed2,apple,T25,cv,15,0.17574692517518997
precise_6a_6a_seed2,apple,T25,cv,16,0.29227148592472074
precise_6a_6a_seed2,apple,T25,cv,17,0.29104357659816743
precise_6a_6a_seed2,apple,T25,cv,18,0.027019776217639447
precise_6a_6a_seed2,apple,T25,cv,19,0.2617137774825096
precise_6a_6a_seed2,apple,T25,div,0,0.018642228096723557
precise_6a_6a_seed2,apple,T25,div,1,0.02776273339986801
precise_6a_6a_seed2,apple,T25,div,2,0.021427452564239502
precise_6a_6a_seed2,apple,T25,div,3,0.02191176451742649
precise_6a_6a_seed2,apple,T25,div,4,0.02390594407916069
precise_6a_6a_seed2,apple,T25,div,5,0.02263631671667099
precise_6a_6a_seed2,apple,S3b,cv,0,0.19988091588020324
precise_6a_6a_seed2,apple,S3b,cv,1,0.26458306461572645
precise_6a_6a_seed2,apple,S3b,cv,2,0.19293048828840256
precise_6a_6a_seed2,apple,S3b,cv,3,0.1736939951777458
precise_6a_6a_seed2,apple,S3b,cv,4,0.15859722942113877
precise_6a_6a_seed2,apple,S3b,cv,5,0.1291367307305336
precise_6a_6a_seed2,apple,S3b,cv,6,0.09502597227692604
precise_6a_6a_seed2,apple,S3b,cv,7,0.1475108489394188
precise_6a_6a_seed2,apple,S3b,cv,8,0.10221159756183625
precise_6a_6a_seed2,apple,S3b,cv,9,0.18968388438224792
precise_6a_6a_seed2,apple,S3b,cv,10,0.03966364152729511
precise_6a_6a_seed2,apple,S3b,cv,11,0.11002138182520867
precise_6a_6a_seed2,apple,S3b,cv,12,0.17520590573549272
precise_6a_6a_seed2,apple,S3b,cv,13,0.046073177829384804
precise_6a_6a_seed2,apple,S3b,cv,14,0.08404572084546089
precise_6a_6a_seed2,apple,S3b,cv,15,0.17574442476034163
precise_6a_6a_seed2,apple,S3b,cv,16,0.1740676909685135
precise_6a_6a_seed2,apple,S3b,cv,17,0.1691914439201355
precise_6a_6a_seed2,apple,S3b,cv,18,0.03653530813753605
precise_6a_6a_seed2,apple,S3b,cv,19,0.1406940370798111
precise_6a_6a_seed2,apple,S3b,div,0,0.0243495125323534
precise_6a_6a_seed2,apple,S3b,div,1,0.024724077433347702
precise_6a_6a_seed2,apple,S3b,div,2,0.022950831800699234
precise_6a_6a_seed2,apple,S3b,div,3,0.018718769773840904
precise_6a_6a_seed2,apple,S3b,div,4,0.025392567738890648
precise_6a_6a_seed2,apple,S3b,div,5,0.021928809583187103
