run,task,config,kind,index,value
precise_6a_long_s4000,apple,T25,cv,0,0.27770662009716035
precise_6a_long_s4000,apple,T25,cv,1,0.2465529665350914
precise_6a_long_s4000,apple,T25,cv,2,0.17759046852588653
precise_6a_long_s4000,apple,T25,cv,3,0.10241553485393524
precise_6a_long_s4000,apple,T25,cv,4,0.17847023755311966
precise_6a_long_s4000,apple,T25,cv,5,0.17047035247087478
precise_6a_long_s4000,apple,T25,cv,6,0.09973036646842956
precise_6a_long_s4000,apple,T25,cv,7,0.21420893222093582
precise_6a_long_s4000,apple,T25,cv,8,0.11490554288029671
precise_6a_long_s4000,apple,T25,cv,9,0.24610851407051088
precise_6a_long_s4000,apple,T25,cv,10,0.027414702437818052
precise_6a_long_s4000,apple,T25,cv,11,0.15643480718135833
precise_6a_long_s4000,apple,T25,cv,12,0.18242724537849425
precise_6a_long_s4000,apple,T25,cv,13,0.04379984587430954
precise_6a_long_s4000,apple,T25,cv,14,0.10136757269501687
precise_6a_long_s4000,apple,T25,cv,15,0.17574692517518997
precise_6a_long_s4000,apple,T25,cv,16,0.29227148592472074
precise_6a_long_s4000,apple,T25,cv,17,0.29104357659816743
precise_6a_long_s4000,apple,T25,cv,18,0.027019776217639447
precise_6a_long_s4000,apple,T25,cv,19,0.2617137774825096
precise_6a_long_s4000,apple,T25,div,0,0.018642228096723557
precise_6a_long_s4000,apple,T25,div,1,0.02776273339986801
precise_6a_long_s4000,apple,T25,div,2,0.021427452564239502
precise_6a_long_s4000,apple,T25,div,3,0.02191176451742649
precise_6a_long_s4000,apple,T25,div,4,0.02390594407916069
precise_6a_long_s4000,apple,T25,div,5,0.02263631671667099
precise_6a_long_s4000,apple,S3b,cv,0,0.2721617728471756
precise_6a_long_s4000,apple,S3b,cv,1,0.25915888100862505
precise_6a_long_s4000,apple,S3b,cv,2,0.18982882499694825
precise_6a_long_s4000,apple,S3b,cv,3,0.21071570068597795
precise_6a_long_s4000,apple,S3b,cv,4,0.18473769426345826
precise_6a_long_s4000,apple,S3b,cv,5,0.15927529335021973
precise_6a_long_s4000,apple,S3b,cv,6,0.0828038789331913
precise_6a_long_s4000,apple,S3b,cv,7,0.22333614379167557
precise_6a_long_s4000,apple,S3b,cv,8,0.1497937597334385
precise_6a_long_s4000,apple,S3b,cv,9,0.2190993309020996
precise_6a_long_s4000,apple,S3b,cv,10,0.02842591144144535
precise_6a_long_s4000,apple,S3b,cv,11,0.138179711997509
precise_6a_long_s4000,apple,S3b,cv,12,0.22295045852661133
precise_6a_long_s4000,apple,S3b,cv,13,0.03574879728257656
precise_6a_long_s4000,apple,S3b,cv,14,0.09188476279377937
precise_6a_long_s4000,apple,S3b,cv,15,0.21471249014139177
precise_6a_long_s4000,apple,S3b,cv,16,0.26045245826244356
precise_6a_long_s4000,apple,S3b,cv,17,0.25613063722848894
precise_6a_long_s4000,apple,S3b,cv,18,0.031103741191327573
precise_6a_long_s4000,apple,S3b,cv,19,0.24222691506147384
precise_6a_long_s4000,apple,S3b,div,0,0.02244039997458458
precise_6a_long_s4000,apple,S3b,div,1,0.024084826931357384
precise_6a_long_s4000,apple,S3b,div,2,0.021209700033068657
precise_6a_long_s4000,apple,S3b,div,3,0.018466591835021973
precise_6a_long_s4000,apple,S3b,div,4,0.024318303912878036
precise_6a_long_s4000,apple,S3b,div,5,0.017831234261393547
