run,task,config,kind,index,value
precise_6a_6d_s4000,apple,T25,cv,0,0.27770662009716035
precise_6a_6d_s4000,apple,T25,cv,1,0.2465529665350914
precise_6a_6d_s4000,apple,T25,cv,2,0.17759046852588653
precise_6a_6d_s4000,apple,T25,cv,3,0.10241553485393524
precise_6a_6d_s4000,apple,T25,cv,4,0.17847023755311966
precise_6a_6d_s4000,apple,T25,cv,5,0.17047035247087478
precise_6a_6d_s4000,apple,T25,cv,6,0.09973036646842956
precise_6a_6d_s4000,apple,T25,cv,7,0.21420893222093582
precise_6a_6d_s4000,apple,T25,cv,8,0.11490554288029671
precise_6a_6d_s4000,apple,T25,cv,9,0.24610851407051088
precise_6a_6d_s4000,apple,T25,cv,10,0.027414702437818052
precise_6a_6d_s4000,apple,T25,cv,11,0.15643480718135833
precise_6a_6d_s4000,apple,T25,cv,12,0.18242724537849425
precise_6a_6d_s4000,apple,T25,cv,13,0.04379984587430954
precise_6a_6d_s4000,apple,T25,cv,14,0.10136757269501687
precise_6a_6d_s4000,apple,T25,cv,15,0.17574692517518997
precise_6a_6d_s4000,apple,T25,cv,16,0.29227148592472074
precise_6a_6d_s4000,apple,T25,cv,17,0.29104357659816743
precise_6a_6d_s4000,apple,T25,cv,18,0.027019776217639447
precise_6a_6d_s4000,apple,T25,cv,19,0.2617137774825096
precise_6a_6d_s4000,apple,T25,div,0,0.018642228096723557
precise_6a_6d_s4000,apple,T25,div,1,0.02776273339986801
precise_6a_6d_s4000,apple,T25,div,2,0.021427452564239502
precise_6a_6d_s4000,apple,T25,div,3,0.02191176451742649
precise_6a_6d_s4000,apple,T25,div,4,0.02390594407916069
precise_6a_6d_s4000,apple,T25,div,5,0.02263631671667099
precise_6a_6d_s4000,apple,S3,cv,0,0.2651455581188202
precise_6a_6d_s4000,apple,S3,cv,1,0.2708786725997925
precise_6a_6d_s4000,apple,S3,cv,2,0.20676797181367873
precise_6a_6d_s4000,apple,S3,cv,3,0.24836521446704865
precise_6a_6d_s4000,apple,S3,cv,4,0.2040342226624489
precise_6a_6d_s4000,apple,S3,cv,5,0.16097081303596497
precise_6a_6d_s4000,apple,S3,cv,6,0.11503157839179039
precise_6a_6d_s4000,apple,S3,cv,7,0.19623151421546936
precise_6a_6d_s4000,apple,S3,cv,8,0.18252321034669877
precise_6a_6d_s4000,apple,S3,cv,9,0.25826413184404373
precise_6a_6d_s4000,apple,S3,cv,10,0.03917808197438717
precise_6a_6d_s4000,apple,S3,cv,11,0.15555688440799714
precise_6a_6d_s4000,apple,S3,cv,12,0.20826547592878342
precise_6a_6d_s4000,apple,S3,cv,13,0.05682477653026581
precise_6a_6d_s4000,apple,S3,cv,14,0.12466861233115197
precise_6a_6d_s4000,apple,S3,cv,15,0.20711850225925446
precise_6a_6d_s4000,apple,S3,cv,16,0.26055249124765395
precise_6a_6d_s4000,apple,S3,cv,17,0.26551218032836915
precise_6a_6d_s4000,apple,S3,cv,18,0.03344285152852535
precise_6a_6d_s4000,apple,S3,cv,19,0.25617015957832334
precise_6a_6d_s4000,apple,S3,div,0,0.022429153323173523
precise_6a_6d_s4000,apple,S3,div,1,0.023652590811252594
precise_6a_6d_s4000,apple,S3,div,2,0.022260261699557304
precise_6a_6d_s4000,apple,S3,div,3,0.018671635538339615
precise_6a_6d_s4000,apple,S3,div,4,0.02495545893907547
precise_6a_6d_s4000,apple,S3,div,5,0.018716001883149147
precise_6a_6d_s4000,apple,S3b,cv,0,0.26678540408611295
precise_6a_6d_s4000,apple,S3b,cv,1,0.2686776742339134
precise_6a_6d_s4000,apple,S3b,cv,2,0.2021241694688797
precise_6a_6d_s4000,apple,S3b,cv,3,0.24468361884355544
precise_6a_6d_s4000,apple,S3b,cv,4,0.20776972323656082
precise_6a_6d_s4000,apple,S3b,cv,5,0.1606989771127701
precise_6a_6d_s4000,apple,S3b,cv,6,0.09971660897135734
precise_6a_6d_s4000,apple,S3b,cv,7,0.20637243390083312
precise_6a_6d_s4000,apple,S3b,cv,8,0.17056079357862472
precise_6a_6d_s4000,apple,S3b,cv,9,0.251410049200058
precise_6a_6d_s4000,apple,S3b,cv,10,0.03776827529072761
precise_6a_6d_s4000,apple,S3b,cv,11,0.1563535138964653
precise_6a_6d_s4000,apple,S3b,cv,12,0.21386474668979644
precise_6a_6d_s4000,apple,S3b,cv,13,0.05644652992486954
precise_6a_6d_s4000,apple,S3b,cv,14,0.09626143872737884
precise_6a_6d_s4000,apple,S3b,cv,15,0.21387611478567123
precise_6a_6d_s4000,apple,S3b,cv,16,0.2755454137921333
precise_6a_6d_s4000,apple,S3b,cv,17,0.27175682932138445
precise_6a_6d_s4000,apple,S3b,cv,18,0.03270534761250019
precise_6a_6d_s4000,apple,S3b,cv,19,0.25953016579151156
precise_6a_6d_s4000,apple,S3b,div,0,0.022429153323173523
precise_6a_6d_s4000,apple,S3b,div,1,0.023652590811252594
precise_6a_6d_s4000,apple,S3b,div,2,0.022260261699557304
precise_6a_6d_s4000,apple,S3b,div,3,0.018671635538339615
precise_6a_6d_s4000,apple,S3b,div,4,0.02495545893907547
precise_6a_6d_s4000,apple,S3b,div,5,0.018716001883149147
